,Unnamed: 0,주차장id,주차장이름,주소,경도,위도,H/B,행정동,행정동_경도,행정동_위도
354,933,27133285,청량리시장 제2공영주차장,서울 동대문구 제기동 988,127.04111314263201,37.5792977533759,H,제기동,127.03781841472248,37.583115463995185
355,934,1173406103,청량리시장 제1노상공영주차장,서울 동대문구 제기동 849,127.041106367899,37.579330191516796,H,제기동,127.03781841472248,37.583115463995185
356,935,1063778994,동서시장과일채소부 공영주차장,서울 동대문구 제기동 849,127.04054901675501,37.5807530535305,H,제기동,127.03781841472248,37.583115463995185
357,936,25612977,정릉천변노상공영주차장,서울 동대문구 제기동 1205,127.03566000684843,37.58201331978701,H,제기동,127.03781841472248,37.583115463995185
358,937,246352377,동서시장식품공영주차장,서울 동대문구 제기동 854-1,127.04053491863701,37.5818955182924,H,제기동,127.03781841472248,37.583115463995185
359,938,27121742,정릉천변 거주자우선주차장,서울 동대문구 제기동 858-2,127.03657003325199,37.586211669735896,H,제기동,127.03781841472248,37.583115463995185
360,939,756036670,노외공영주차장,서울 동대문구 제기동 271-50,127.035049988333,37.580030415383206,H,제기동,127.03781841472248,37.583115463995185
361,940,2018241220,노상공영주차장,서울 동대문구 제기동 855,127.040433803707,37.585425644604605,H,제기동,127.03781841472248,37.583115463995185
362,947,23885230,전농4동 공영주차장,서울 동대문구 전농동 273-5,127.054489204335,37.57824718394271,H,전농1동,127.04770565866431,37.57804108959499
363,948,20563340,전농4동공영주차장,서울 동대문구 전농동 206-62,127.053434367682,37.5786116677145,H,전농1동,127.04770565866431,37.57804108959499
364,964,23371072,장안2동 공영주차장,서울 동대문구 장안동 286-9,127.07060096002091,37.578263875311436,H,장안2동,127.0706147287471,37.57845848177183
365,965,26105206,장안근린공원지하 공영주차장,서울 동대문구 장안동 300,127.07183915105081,37.576770181092364,H,장안2동,127.0706147287471,37.57845848177183
366,966,20594591,동답공영주차장,서울 동대문구 답십리동 2-283,127.06353827975799,37.5693588525049,H,답십리2동,127.06128631088782,37.56732739709645
367,969,20583006,중산공영주차장,서울 동대문구 답십리동 23-3,127.05888773980699,37.5687053391359,H,답십리2동,127.06128631088782,37.56732739709645
368,971,1687797569,Tmap주차 마루하우스 민영 주차장,서울 동대문구 장안동 94-27,127.070708137628,37.5814641408989,H,장안2동,127.0706147287471,37.57845848177183
369,972,20514573,장영당길공영주차장,서울 동대문구 답십리동 484-45,127.05300962376423,37.568729748713366,H,답십리1동,127.05010464185966,37.569765360117536
370,973,1031031743,신답고가 노상공영주차장,서울 동대문구 답십리동 530-5,127.05035828959801,37.5699004014974,H,답십리1동,127.05010464185966,37.569765360117536
371,976,20589355,공영주차장,서울 동대문구 답십리동 528,127.054095689557,37.5663470234521,H,답십리1동,127.05010464185966,37.569765360117536
372,979,27053688,답십리부품상가 공영주차장,서울 동대문구 답십리동 959-1,127.0586627718404,37.564741069626045,H,답십리2동,127.06128631088782,37.56732739709645
373,981,178054062,삼희상가 노상공영주차장,서울 동대문구 답십리동 530-3,127.05449293651523,37.566279266073536,H,답십리1동,127.05010464185966,37.569765360117536
374,987,1816598083,노상공영주차장,서울 동대문구 답십리동 530-3,127.05462190500299,37.5661864038989,H,답십리1동,127.05010464185966,37.569765360117536
375,1008,868138056,장안2동 공영주차장 여성안심택배보관함,서울 동대문구 장안동 286-9,127.070600963424,37.578267479285294,H,장안2동,127.0706147287471,37.57845848177183
376,1015,20577578,중랑천로노상공영주차장,서울 중랑구 중화동 50-17,127.07332511259399,37.599417514908794,H,중화2동,127.07617317673738,37.60282866296335
377,1024,682110002,노외공영주차장,서울 중랑구 중화동 73-4,127.074786281019,37.597528121237396,H,중화2동,127.07617317673738,37.60282866296335
378,1030,20589690,석계역 공영주차장,서울 노원구 월계동 50-9,127.063196763448,37.6152771850663,H,월계1동,127.06300131117236,37.61989034811612
379,1032,20516205,묵2동공영주차장,서울 중랑구 묵동 236-16,127.073768064588,37.6122185011823,H,묵2동,127.0760215289181,37.609604203075826
380,1033,27151944,묵중안공영주차장,서울 중랑구 묵동 250-39,127.07724483294079,37.60536515424237,H,묵2동,127.0760215289181,37.609604203075826
381,1035,145431594,노상공영주차장,서울 중랑구 중화동 65-3,127.07752229393,37.6031836756184,H,중화2동,127.07617317673738,37.60282866296335
382,1037,1938210185,목중안노상공영주차장,서울 중랑구 중화동 69-2,127.07760406935499,37.6023231762411,H,중화2동,127.07617317673738,37.60282866296335
