정류소명,X좌표,Y좌표,정류버스수,행정동,행정동_경도,행정동_위도
녹번역,126.9349840117,37.6024266451,"41",녹번동,126.9299199828,37.6022161609708
산골고개,126.9399620768,37.5952803918,"33",홍은2동,126.934229091144,37.5801515443579
홍제역,126.9443495004,37.5884785983,"32",홍제1동,126.944974009836,37.5877217807504
무악재역,126.9498032626,37.5831520609,"32",홍제1동,126.944974009836,37.5877217807504
유진상가,126.9428934405,37.5919094018,"17",홍은1동,126.947108251211,37.5989166778989
하림각,126.9618276217,37.5982689981,"16",부암동,126.964061015983,37.5924142953596
홍제삼거리.인왕산한신휴플러스,126.947842775,37.5852070708,"16",홍제1동,126.944974009836,37.5877217807504
안산초등학교,126.9515413573,37.5806225052,"16",홍제1동,126.944974009836,37.5877217807504
인왕산.홍제원아파트,126.9489140557,37.5844295042,"16",홍제2동,126.949395266731,37.5861524276881
세검정초등학교,126.9612835938,37.6024879601,"14",부암동,126.964061015983,37.5924142953596
자하문터널입구.석파정,126.9637111581,37.5955802677,"14",부암동,126.964061015983,37.5924142953596
문화촌현대아파트,126.9465737315,37.5923219945,"13",홍제3동,126.949743382569,37.5937821789907
서대문구보건소별관,126.9362377556,37.5825692987,"11",홍은2동,126.934229091144,37.5801515443579
홍은현대아파트.스위스그랜드호텔,126.9361816074,37.5884457036,"11",홍은2동,126.934229091144,37.5801515443579
정원여중,126.9349023096,37.5862445784,"10",홍은2동,126.934229091144,37.5801515443579
유원하나아파트,126.9526157197,37.5959313111,"10",홍제3동,126.949743382569,37.5937821789907
구기동,126.9585967697,37.6070445065,"10",평창동,126.968357810931,37.6063916960432
서대문구청.보건소.구의회,126.936209,37.579741,"9",연희동,126.935230751931,37.573910010422
화정박물관,126.9647520438,37.6045928919,"8",평창동,126.968357810931,37.6063916960432
서울여자간호대학,126.9491081022,37.5961411115,"8",홍제3동,126.949743382569,37.5937821789907
경기상고,126.9694326007,37.5875738987,"8",청운효자동,126.97064969123,37.5841161738413
국민은행세검정지점,126.960969,37.604688,"8",부암동,126.964061015983,37.5924142953596
홍제우체국,126.9456000633,37.5874084584,"8",홍제1동,126.944974009836,37.5877217807504
신연중학교서대문도서관,126.9408271232,37.5839243188,"8",연희동,126.935230751931,37.573910010422
오거리,126.9622896284,37.6070850345,"8",평창동,126.968357810931,37.6063916960432
평창파출소,126.9660715643,37.6052849029,"7",평창동,126.968357810931,37.6063916960432
상명대입구.석파랑,126.9583524446,37.5997667554,"7",부암동,126.964061015983,37.5924142953596
부암동주민센터.무계원,126.964027,37.592874,"7",부암동,126.964061015983,37.5924142953596
신교동,126.9703409831,37.5833029548,"7",청운효자동,126.97064969123,37.5841161738413
상명대입구.세검정교회,126.9592185771,37.5995597419,"7",부암동,126.964061015983,37.5924142953596
세검정.상명대,126.9588889836,37.6006149939,"7",부암동,126.964061015983,37.5924142953596
고은초등학교.홍제센트럴아이파크,126.9447087429,37.5852144665,"7",홍제1동,126.944974009836,37.5877217807504
백련교,126.937354,37.582714,"7",홍제1동,126.944974009836,37.5877217807504
자하문고개.윤동주문학관,126.9671282401,37.5921935787,"6",청운효자동,126.97064969123,37.5841161738413
청운중학교,126.9725944389,37.5879008533,"6",청운효자동,126.97064969123,37.5841161738413
경복고교,126.9710437135,37.5851124767,"6",청운효자동,126.97064969123,37.5841161738413
효자동,126.9705347538,37.5830818402,"6",청운효자동,126.97064969123,37.5841161738413
동신병원,126.936070267,37.5810988181,"6",홍은2동,126.934229091144,37.5801515443579
구기동현대빌라,126.9565956763,37.609642432,"6",평창동,126.968357810931,37.6063916960432
홍제역.3번출구,126.9443207877,37.5885004054,"6",홍제1동,126.944974009836,37.5877217807504
갑을씨티텔앞,126.9635570904,37.6043236614,"5",평창동,126.968357810931,37.6063916960432
